name,price,stock_quantity,produced_at,expires_at,user_id,store_id
tQaZWCSJPtzsAkCzG,1893,431,2019-02-03,2022-10-19,2,9
ktXRRvBuEh ZgrMYGOTtcZLt,1768,733,2018-02-18,2022-07-23,2,10
DqdlPilAMxt,4484,277,2018-05-22,2024-09-05,2,9
VnxyRqbUjIcYD,2073,836,2018-03-21,2023-06-22,2,9
cCdNIWmrByxoprOHO yVQ,4951,798,2018-03-22,2021-06-29,2,9
qvgLp YLUimPcQXENJNVzE,4312,990,2018-12-09,2022-03-30,2,9
VyhOSJALwGlJGu,409,750,2018-12-09,2021-06-19,2,6
MetQxXqYIjGQy,495,800,2019-06-19,2024-07-13,2,9
VFiAbpIwl jFmpKmtGgu,62,218,2018-12-17,2024-05-10,2,8
rZhjOZEA spgYekAnoa,219,760,2019-08-23,2022-10-25,2,9
gaQseL aSHWMeE,4059,739,2018-07-10,2021-05-12,2,9
oStCmOJ viOZqFRByNtjIgMG,3131,515,2018-05-08,2024-03-23,2,9
LzgPLzCDsN,2723,372,2019-05-15,2021-11-26,2,8
IDilntWiBmZdsgPxILY,2171,994,2018-08-08,2022-07-15,2,10
llIJruz fqUTiGkLUDoCou,2472,932,2019-09-01,2024-05-09,2,7
ezODoizVfYpjzalIyW,2058,231,2018-11-06,2022-12-18,2,8
FrBkQTtbFL,862,447,2018-08-12,2021-06-04,2,6
SYZhyaxTrEVJAS,3289,462,2019-04-04,2023-04-30,2,7
ouYpYQmqZy djBUHDin zoCfb,2627,145,2019-10-11,2023-12-19,2,8
kKkNwbsPLViJbCVhPcsAVzT,337,647,2018-07-28,2024-11-08,2,8
eGwpuxWxkodIMraRRPudWBoHE,1114,784,2018-09-08,2022-12-16,2,9
xDFtVytmEkLXTFAOQBL,266,206,2018-11-16,2020-03-10,2,8
h rhRDAvugazbuIMo,4836,186,2019-07-23,2020-05-15,2,10
DnsojtG hckQrlkQocCqJxy,244,144,2018-07-06,2022-01-20,2,10
dJUhtcYDH btyv YGMOaAjI,4992,810,2018-06-24,2021-02-20,2,6
ohzviyTRxTuATz,3558,570,2019-04-10,2022-06-21,2,8
CYXgMLIVAYnLZVdCYSA,2805,722,2018-08-15,2023-06-01,2,6
qZAYaLLBaLArZZkjU,817,333,2018-09-11,2024-12-07,2,9
OU YgdOHGeQvfIznNmqJtMtrv,251,927,2019-06-19,2020-11-02,2,6
kgUBQreNvfIPYsVsFtZAeD,2389,958,2018-08-16,2020-07-30,2,9
HIPXHUwmsBAyVZmuId,917,542,2019-08-24,2021-11-21,2,6
ysqToauPcdqJLbeflX,331,490,2019-07-15,2021-05-16,2,9
SphPxPxDVMFzJ,2473,556,2018-03-31,2022-11-02,2,7
SBBeualmokScqDvrw,1015,688,2019-04-21,2024-04-17,2,10
mlVxeOJIrvplz zsTRCShSM,4984,778,2018-02-14,2023-05-12,2,7
APkvGRynqExwpclO,1535,13,2018-02-03,2021-10-27,2,6
gYjZOqKVnOpvMT,623,490,2019-04-18,2021-03-24,2,9
OvkJkZTNYyqDJm,4415,255,2019-12-09,2021-01-05,2,9
qmLGTqVtVcObNPk,3574,532,2018-08-13,2022-04-22,2,6
UztwXvtRJGvgdUgYaFtkNvgY,4554,501,2018-12-26,2023-01-09,2,7
XhZfPZINzN,4144,334,2019-10-21,2022-10-07,2,7
x RWOFGrCMlHOGNWVbrmGRfjF,1098,923,2019-07-10,2023-10-21,2,10
xwLtWNjLXddKgUo qGrogtooG,3630,149,2018-07-29,2022-08-23,2,8
myxaJiMolwoqOy uVzgTy,3656,279,2019-02-06,2021-11-18,2,10
bpvSYoQctVvDK,583,597,2019-11-04,2024-01-30,2,6
EwLvLGBEIy,4722,291,2018-12-09,2021-01-20,2,6
yTubAtEXDX,3181,857,2018-01-31,2022-02-03,2,10
MdNqsIkiALWeRNeMXur,2316,754,2019-01-29,2022-05-01,2,9
RzZVfZaIbMgTEOfPx ggw vpm,2732,516,2019-07-28,2024-07-05,2,9
aeXwQpLgfeW,1418,378,2018-05-15,2024-06-04,2,10
jrkAwpFcXwZyBfmIDaf,2849,493,2019-12-17,2020-07-21,2,6
nEYkHqjVuyAYiCELp,4086,190,2018-10-19,2022-04-09,2,9
SGGIddiebCrozMpTkcOfvwkwF,3340,385,2019-11-11,2020-11-30,2,10
k LnDfJeAcmT,1728,546,2019-11-04,2021-03-19,2,9
TuAxLDoZYPSnk UXl,4757,49,2018-08-12,2022-02-12,2,7
ytvNoqcUIJ,2615,224,2019-07-04,2024-02-23,2,8
IeedxnPzImoxMwR,3110,424,2019-07-01,2022-07-03,2,6
qnuWjheSREdjHwuEC,393,487,2019-08-27,2020-03-21,2,6
GNVKIGymZBZAHJZfauFQ,1377,276,2019-08-10,2024-12-18,2,7
UeufduZedvLeBbeA,4605,495,2018-01-17,2022-09-29,2,8
sVBScawjvVryjLUBaxFJMx,237,963,2018-07-29,2022-11-26,2,6
ram ZnUNFM,114,177,2019-06-05,2023-12-24,2,9
QqoCNSVecnbydbjE,2241,502,2019-01-14,2024-06-29,2,6
zQKPFjfXMk,4094,113,2019-05-17,2021-12-19,2,7
ZQFGtlWiMo,3061,74,2019-11-29,2021-02-16,2,10
badhQYtCdYxRyZPWTIYyYF,2830,70,2018-10-23,2020-04-22,2,9
BhizmIgUhjxKSRTcVZpZqJkf,1420,706,2018-07-20,2023-06-05,2,7
AhGBaBcLLimqZQ KDDnXxrLRy,4694,983,2019-01-01,2023-03-24,2,7
lHeyHgMmyRNyQOEulIai z,4276,457,2018-10-29,2022-08-25,2,7
xFrrqgSObSkKZzGSn,881,807,2018-10-12,2021-10-08,2,10
NIdwlWe iiKiOMsK,4739,394,2019-07-29,2023-09-21,2,6
TKetDvBySqKSDFboKwrRX,929,414,2019-11-27,2023-09-05,2,7
KFpWLjrBipeO,675,82,2018-05-21,2024-12-25,2,8
VvQvVL LTlm,4179,429,2018-10-30,2021-01-20,2,7
bkNaKASKxh,4865,504,2019-11-30,2023-07-17,2,9
UGatYhhVNzlGtv bxUFki,2199,421,2018-01-28,2022-08-17,2,6
cyqLKEmHdNzyqU,3049,583,2019-12-02,2022-05-24,2,10
bEkilkBCukjdXZk,4314,961,2019-02-15,2021-07-26,2,8
"u jrTgm XcqGQUzAP ",1531,10,2018-01-09,2024-08-26,2,6
lirBHshVcccdhn,493,813,2018-01-07,2024-07-17,2,7
usSBSXmlrLBS tk,445,553,2018-02-26,2022-04-06,2,7
hRtTbQsqeMKaGslpAoeVog,3635,217,2018-01-01,2021-06-16,2,9
ABqZYkrBCLzohl CWVzFTpr,4117,835,2019-07-10,2022-11-25,2,8
eLSXoScXjHWdIvIgWXcFI,2413,11,2018-02-11,2024-07-03,2,10
nP xOjHDfWv FwIgXz,894,852,2019-05-21,2024-09-01,2,10
cVAyg iSmxwmOMYF ORmvPX,3711,886,2019-12-19,2021-03-28,2,9
xsHPVfHMOBDy ouFWqdTRKaWk,3074,778,2019-07-14,2022-11-21,2,7
qsXZQnuHNu,4286,463,2018-02-04,2022-10-23,2,7
sDmFAg iCeLMrjXGUOZZhwuau,4970,138,2019-01-08,2020-07-19,2,6
UqyLSNdYMbmuIOKnlTEZOysQb,159,106,2019-07-28,2023-05-05,2,6
AdCbfOWoUdCCXSzLiIfLOny,854,811,2018-12-06,2023-04-11,2,9
DPfPUKeRmhlOLPyCJfP,3222,656,2019-06-17,2024-10-20,2,10
qzJANjhlkbOISJtvOegMTk,1337,319,2019-04-29,2022-02-17,2,7
rIKONztEfyJxZHryLDl,2886,659,2018-12-03,2024-12-14,2,6
fmjmtjkxxZBheAEoXOrXNCOa,1592,328,2018-08-01,2022-11-12,2,7
JPcltydstXqylUpP,379,832,2019-06-02,2023-10-14,2,9
kaZcqEHI jamBzpYTaB,4117,818,2019-10-07,2021-09-05,2,10
Gq bPAYOhKz,2553,740,2018-01-17,2020-12-04,2,10
kFmrzCaKlLoNELDemnRkHD,489,537,2019-03-13,2022-05-15,2,10
ODOzNEHmWkHIrkqAtUUMO,3574,773,2019-08-05,2021-08-02,2,10
DBhwWkKIPJNNTEU,1433,797,2018-08-16,2022-02-17,2,8
ZnnZWdnivqD TnoUXJ,929,365,2019-04-19,2023-09-23,2,8
ZTMHoWpLZkPJMGykaMMxeaMWG,695,608,2018-08-06,2024-04-18,2,10
yqSYBhvGmmDdgKdjChzKFg,203,747,2018-05-14,2022-08-13,2,6
cteBJTeSERzNbnh,4668,324,2019-11-10,2020-04-05,2,6
knFsSQzqKScxFxG,1749,351,2019-05-29,2023-01-04,2,8
oRyEwUcPGrgwPWAPmpZd,1202,663,2018-11-01,2020-11-08,2,8
AZNbOimuqCnzXIIoaETxK,2776,244,2018-05-26,2020-09-10,2,8
CVJeLjHPbJWPacjuPqaeOXXxU,240,713,2018-01-14,2023-04-18,2,10
tbZNjTcJyXPWcVyQvuO,4121,869,2019-06-12,2024-05-06,2,6
XjbxGxcQPqlmTXnxT,4868,731,2019-02-27,2021-08-03,2,6
GfmCXBaGxEXQGqELNEcW,430,305,2019-06-07,2023-12-01,2,7
XEDQojVwH RrqoFgctmetxYc,464,992,2019-01-01,2023-03-23,2,7
UOgacsOiDcwxsr,248,917,2018-08-17,2021-05-31,2,7
SQkGydTiBxlSfThBGKl,3116,807,2018-05-14,2020-10-02,2,8
RjeNUTEjamsnrMSnnWQPWS,3975,302,2018-05-29,2024-10-25,2,8
EFNQNnhBMBdcHVFvsuqZgyEB,2231,412,2019-08-30,2023-01-11,2,9
xTkiEgutTprV,1045,469,2019-09-28,2021-05-31,2,10
nGBttk QsgUz,3287,490,2018-09-11,2023-09-18,2,7
AZzzjfxeWekE bdZBGiGeuI,3546,684,2019-01-09,2023-05-04,2,7
fUpPkclcnFL,669,812,2018-03-24,2020-09-11,2,9
knhRnefhZNNN,3613,373,2018-07-27,2021-07-21,2,9
ZbjXcVxJaSJYoKIZdnZ,4326,223,2018-10-23,2024-07-26,2,7
THbJXNZilkRf XowwEeqG,207,284,2019-01-05,2022-08-03,2,8
mRlNuicNvEzAhvNied,3221,147,2018-01-16,2020-10-14,2,10
MiQqfPvJmmxkx,3345,922,2019-11-22,2022-03-04,2,9
GVDMDLGiYD,457,366,2018-03-13,2021-03-22,2,10
NWjrhUTGyYlgSe,44,766,2019-05-22,2024-09-01,2,10
MC LOyAoYNfWAtYedZCbg,104,768,2019-08-15,2021-01-08,2,6
aOUwuRndnqs,3470,172,2018-10-08,2022-03-01,2,9
NdxBWBdhDsZMpPY,759,364,2018-03-30,2022-10-03,2,8
XCUuyhjC RVYYoXV,2817,109,2018-09-25,2022-02-11,2,8
YOflcOKjV  q,4190,852,2019-02-17,2024-08-27,2,7
YmPRqHiW beX TeUwt,1396,915,2018-08-18,2024-08-20,2,6
gXKPCgz HkoxC,3120,669,2019-04-05,2024-06-19,2,10
fGJwSmnxrD,408,614,2019-10-09,2022-12-03,2,9
PUFicOwIge YuTrsIeGMNML,1179,276,2018-09-01,2024-05-24,2,6
BuXDUetSeilEKqqnFX,3642,621,2018-08-23,2024-03-24,2,6
"iMeUXtlpqHxjweLlI ",3562,911,2018-03-14,2021-05-21,2,7
PqDx kpYOBafb,4132,212,2018-11-30,2023-05-09,2,6
RszTssPNfuFIgoBEP,908,648,2018-03-06,2022-02-04,2,10
wzvrZJsRDxbuX,1509,29,2019-12-01,2023-06-12,2,10
qXOSglslryhOpAW,3660,969,2019-06-01,2022-10-19,2,7
cAdqRAqeAdgzrslFlhmB,4431,959,2018-08-04,2020-02-16,2,9
kgYjrGXe g,3681,617,2018-10-04,2022-09-13,2,7
CXavYqIUZwcr,4388,771,2019-03-07,2023-05-11,2,7
zHfIywMMTPganXsSMHoMT,3901,78,2019-02-12,2024-05-17,2,10
HItfqjykdjDaVQVGrrxpp,3645,540,2018-08-19,2022-05-28,2,10
AtwpPvgNemR,891,914,2019-05-20,2023-05-03,2,8
PehFTwrTbLXAvgXqfJ,876,162,2019-03-23,2021-03-20,2,8
cmRAhtnnZqlvBLyd,2242,551,2019-02-23,2021-06-14,2,8
DUfvtiGYivuFpdGB,1213,55,2018-02-20,2022-10-13,2,7
yNowimHeFKtSxkW,2130,774,2019-06-08,2021-11-26,2,10
rKGunWgbqMwRgFTfUGUL,881,752,2019-09-12,2024-09-18,2,7
EJbiqnwLTUoJUXzUmvY,1252,223,2019-02-10,2020-04-09,2,6
LUdLlilfXEVFRtnkzkRKfrko,2649,333,2019-10-10,2020-08-28,2,9
ntbkIxsnwGNbNeJQGtrNrU,4081,862,2018-04-27,2024-08-14,2,8
RDjJQyZioO,2308,114,2019-12-02,2020-07-10,2,9
GiiJjlfwzwRgyJcElYuJ,3435,379,2018-05-25,2023-03-19,2,9
zDCBSJrsyikyVqTL,2848,346,2019-12-11,2023-09-18,2,10
vwtIJYuaCvrbgTZuqIqn,938,569,2018-10-05,2022-01-13,2,9
" GQGtgKGzm bn",1565,474,2019-10-21,2020-06-17,2,8
rlcmVbxTMNtAUoEbCuGJGO e,1707,695,2019-02-20,2021-07-04,2,9
TVHvHlYJRBphHhMVKAfXaOBoe,460,896,2019-11-25,2024-10-26,2,8
jrvYLBdELVoKHAlaELxrf,3172,816,2018-11-15,2022-02-28,2,7
" ULqQnRyFBEHKUMwlpUjHSv",527,279,2019-02-19,2024-06-14,2,8
DoNCv wgMZjqNQWHe,1141,860,2018-06-12,2022-06-14,2,6
jgdzLPxXIslWM,4105,865,2018-05-08,2022-07-20,2,6
OlBWaKwUFKLzLygVqmh,151,713,2018-08-02,2023-08-04,2,7
DwfwmJNhJsxLCHzE,391,588,2019-05-06,2021-05-01,2,6
mldEjsaC hXWHlT,2246,295,2019-09-15,2021-09-07,2,10
gIOAIJqLNWZlpNbwELoBGubS,3236,931,2019-04-08,2022-08-15,2,9
zdrwfkuAGqngTyjPnLBfM,577,971,2019-09-26,2020-06-29,2,9
daMrRvOa fadYdYtV,3537,97,2018-09-02,2022-07-19,2,9
IfRColpCeKrp gYrJHr,714,156,2018-07-05,2022-12-30,2,7
" E GWpeYYUx",3371,240,2018-06-11,2024-03-17,2,6
GyTBQNHWxiTsPLQKAnDZTlC,1128,793,2018-12-04,2023-08-17,2,9
zmbUVJipfTZcrJqbzkD,1092,374,2019-12-15,2023-12-05,2,8
jsOvIkPJXcq,2251,334,2018-07-21,2024-07-18,2,7
QriAERdxlcJvWQ,2315,129,2018-07-07,2020-11-09,2,6
XoYWtzzPAivhvBrDAz,2647,803,2018-02-18,2022-06-11,2,8
xXzyYumuem,2570,412,2018-03-07,2021-02-20,2,6
tWpSLbYAQr,2563,472,2019-04-13,2022-09-05,2,9
zoaGQIJjAeuaClvhZ,1945,953,2019-10-29,2024-07-23,2,10
TuUfTxddzCOKIo,2752,22,2018-03-20,2024-02-06,2,6
xKKEsifrgW,1284,116,2018-07-22,2022-01-05,2,10
wwpahQmgeuPGkCb,3459,512,2018-05-23,2022-11-01,2,7
IgrLnGassJxGrHJuVpNQYiJ,3799,426,2019-01-15,2022-01-19,2,10
QDVK AUnfViMIDCIYo,508,616,2018-11-09,2021-03-07,2,10
hjzxhnVYDNGXb,658,288,2018-05-19,2022-08-19,2,7
dVrGnLwskgDubsLo BhjMF,4542,726,2018-01-23,2021-06-05,2,7
qDVkEjRsSAQgutRjciquLGw,3579,588,2018-08-14,2023-04-28,2,8
mhPwRYoRtQqyZ,1536,314,2018-10-17,2021-12-19,2,8
KplApkhALXffWxEyxEAB,722,477,2019-02-17,2020-02-22,2,7
"QKLecTujcbJSBoqldzEnlYf ",1329,251,2019-09-22,2020-03-03,2,8
wPWpOwF GeCwIirGhmHLbX,2220,481,2019-09-19,2022-04-06,2,9
ZecjpBLaiJsERXXhc,4700,759,2019-03-31,2021-10-21,2,10
fVsRelNEJksDnddK,1348,310,2019-02-14,2020-02-11,2,8
" iJULekVALo",4998,130,2018-06-29,2021-02-05,2,7
DjXhYGbzPCORoocaLohpt,4527,781,2018-09-05,2023-04-10,2,6
sbTqChqxpqwpZ GjG,4682,750,2019-07-29,2020-04-21,2,10
hkPNlFVdCgJRCOzPzzsrPvCxm,2613,861,2018-08-03,2022-06-20,2,7
BCDdFQAEyciUzAaFEuZz,3470,178,2019-08-08,2023-03-13,2,7
BwFUmxVfHHsGm,3741,381,2018-01-10,2021-09-06,2,10
vadIVGUO SBw ioFOBM,3174,278,2019-09-12,2022-08-27,2,7
saIqUEAkLFgLcrQcICOX,4195,359,2018-08-28,2023-12-02,2,7
LhpQCNSmdIHjqTKqPNEdsOd,2466,846,2018-03-26,2023-09-13,2,9
uzmHzqSfpUw,4068,779,2018-02-12,2024-08-07,2,9
kkaQExUTLbLHYGoJuZuX,4585,509,2019-09-18,2023-07-30,2,9
UPdBeWgxRJwHPuk,1698,798,2019-12-10,2024-09-01,2,6
"  DnnKmTof",4125,62,2019-04-18,2021-04-22,2,9
EpmAHUjfQyXCR,4686,196,2019-01-25,2022-02-01,2,9
ueWcjgRyROMbDVQlLUFwJJM,906,698,2018-06-28,2020-09-29,2,6
ql WthvtVMUgT,4612,209,2018-05-17,2021-08-22,2,7
qaEumnkDSKMNjQef,2256,433,2019-06-29,2021-09-17,2,10
wPElxHmbJV cLKuUBfIV,2377,869,2018-01-22,2020-07-01,2,10
dBmGStmtoSppzHjAQfHyBQDGj,4683,448,2019-06-21,2021-10-18,2,8
zmDSYzolsgxqL,1200,733,2018-09-16,2024-12-23,2,10
hmgUdApUmiJXjRkOAhrLX,1603,162,2018-06-14,2022-07-07,2,6
XMLlyqgCIwIIqQiUioXnxiA,1850,98,2019-12-08,2020-08-20,2,8
JVZAtGDcJSpuqLXH,4659,133,2018-09-30,2024-05-03,2,8
BhkPONeZGrYLCckbx,4860,778,2018-10-21,2023-12-03,2,6
u oADthSajAMvb,3027,780,2018-02-08,2020-09-05,2,8
YZvOxLronSPIdnNHHYNzErL,4492,647,2018-07-18,2022-07-15,2,10
xMqtBQyyaoRRuAw,3006,579,2018-04-01,2024-11-19,2,6
SJiGZfEttXpjeR,715,859,2019-12-29,2024-03-15,2,6
arwxsBQsRjyXMJiQyEU b  Q,4082,829,2018-03-22,2024-03-20,2,10
HXSDaJuzBKeLVLeBrMP,453,852,2018-07-06,2020-07-08,2,6
" XCElinTMcIAJQreuDp",2040,811,2018-10-20,2022-02-08,2,7
V CbLMAedtdypQ,2748,992,2019-10-06,2024-10-21,2,8
sTfjAwxvFz,3117,752,2019-08-19,2020-04-20,2,6
KnWq etDBHburdV Jlab,980,486,2018-07-30,2020-02-18,2,9
UxWluCHHrXQRasOGQf,4982,90,2018-09-10,2024-07-27,2,8
KBncEDXnBEIdgvSAvWmRlifG,1337,281,2019-01-24,2024-02-23,2,8
AMZWNAvzlkAQ iIa,2348,544,2019-11-08,2023-03-16,2,7
hWrveztSObEJBVrqhOHHsyt,2295,405,2019-11-03,2020-08-12,2,8
TEMRKDhguswjGTJykf,4439,823,2019-06-14,2022-02-14,2,9
CKaaIAgqlkW,768,456,2019-05-19,2021-12-10,2,6
bcdc XpfPpLyldgMw,4896,713,2019-01-29,2022-08-25,2,8
oi SU wBbBFBIRbsQj,2551,999,2018-08-21,2023-02-08,2,7
QjMdZKYNJKSPoEQGeyMfVDPC,4397,455,2019-11-03,2023-08-23,2,9
xAzCsNVhZTNvtHfoSTcSkUS,1840,69,2018-03-22,2024-07-28,2,7
dgfBleRbjmlGbZCLKbk,4269,899,2019-07-24,2022-08-13,2,9
et pdtIAhLdortAcASzu,4840,125,2018-01-10,2022-05-08,2,9
XCHTzXywjYan,3857,753,2019-08-22,2024-04-09,2,10
REMCsqZfay EEmoVItFaYM,1473,898,2019-06-30,2021-04-24,2,10
lrEDpTcqhpogRXbhyH,3063,960,2019-02-13,2022-01-24,2,8
FW SqPOwEYmZF,894,497,2019-07-17,2023-11-19,2,7
ZqykLEqmIaYMQB VcS,3661,612,2019-10-14,2021-11-26,2,10
QArzxrNNuvq OwfohIIoob,2021,561,2019-10-02,2023-09-10,2,10
YjyaTYxFVO,3918,47,2019-04-20,2020-04-25,2,7
tflrcOUIDMXayneilC,1171,726,2018-04-25,2021-08-17,2,9
tLpCEYBDpdFPYjbfYlMjxYZ,3319,191,2019-01-27,2022-06-16,2,7
Hoz duflEhQgOaGzfmtGv,2500,461,2019-09-10,2024-11-14,2,6
gusAeM TQNGQEFJ,184,597,2019-05-30,2023-11-22,2,6
XBIb uUlyblJgT,2301,474,2019-02-04,2024-03-28,2,10
jpnqFYoEnGlTln,4717,744,2019-08-26,2021-02-12,2,9
wlYlMmlimCHHEwLNgKa,889,137,2019-11-06,2024-04-14,2,9
kBr VCSDLvqyzLSxyGDQTMUEC,483,966,2018-07-09,2020-11-06,2,7
hDuEgoXkqD,954,195,2018-04-29,2023-04-27,2,6
yPwMqienaiQAi tYdWzszQQ,4808,481,2018-04-25,2020-02-29,2,9
DsnoRBuJWssUiAufzh,528,366,2018-10-06,2024-08-15,2,8
eNDoMlfJuiza,951,276,2018-10-27,2023-07-27,2,10
aufzLhowmKp,1496,273,2019-09-23,2020-02-18,2,9
UKprBvSaeGQbpRCwTacHPxS,4465,627,2019-09-21,2020-09-08,2,9
LQsPbQnYzHhcLJrAqyUnbegd,3609,521,2019-08-09,2022-12-24,2,9
mNqNUryMQHROyDmiUJVLmOR,1088,841,2019-12-03,2024-02-11,2,6
YtstGvqdcHfnyjdrHtb,2267,182,2018-05-18,2023-08-27,2,9
EIrMQJhXfrZeYcUzo,827,499,2018-03-10,2021-09-17,2,8
PyrU QVrjw,147,433,2019-01-25,2020-09-11,2,7
nocDkqztzSKD,1436,267,2019-05-28,2020-04-13,2,9
ELuoMKQeljKiaZSNt,3885,442,2019-10-03,2024-08-14,2,9
KmeLUQbfiA,3251,627,2019-01-26,2021-07-09,2,6
RbGEKvheEVFCbeCY,913,74,2019-12-21,2020-11-14,2,6
xlOLzEJqnb,2007,155,2019-08-01,2023-12-08,2,7
upcTEsGmADSMpQzfg,3674,985,2019-07-27,2022-11-26,2,10
hxpRpMhLdlahpMaLJUYs,1616,565,2019-11-14,2020-11-06,2,7
"iYHGh oeq sDC pjdL ",2832,504,2019-11-27,2021-08-01,2,6
mQbEsXtzURVIALpOq VmtbQtm,3721,711,2019-03-24,2020-02-19,2,6
WLWTouvFVY,3734,979,2019-07-07,2021-06-23,2,10
PldCFlOALDShOmYsb,710,597,2018-01-12,2021-05-14,2,6
leBoOOREEYXO,1609,443,2019-08-13,2021-05-02,2,9
c beONebtfLaeQIEV,4584,342,2019-10-26,2020-07-08,2,9
EXIaQecIZFbi,1552,309,2018-06-05,2024-02-14,2,9
GKCHfOPTcNbTHHwNgkbHAJoB,2256,379,2019-12-02,2023-01-02,2,8
fEdOIipjPNyobqm,3578,671,2019-10-14,2021-03-06,2,10
WudOyKKObxjyKeuiKikEt,4579,57,2019-03-31,2024-12-17,2,8
kvibBJnzWaJmQbGPVlmUhx,202,557,2019-03-18,2021-06-16,2,8
pgjsCDjIpUZXIAD,1797,943,2019-09-24,2021-07-26,2,10
" wOlpWSZZRGsJsHlk",1944,622,2018-01-06,2021-02-22,2,10
CBeqWi Gg UfzAcg iPwdljMx,2345,78,2019-07-03,2021-05-11,2,10
LCwlMapTwpWM,3741,385,2018-10-09,2023-09-25,2,6
MpQfX rYvZ,3655,857,2019-07-08,2023-06-25,2,8
IbhkguwA IBAN  okqZ,4870,978,2019-11-03,2024-11-17,2,7
nAiSWm KCYSG,1385,404,2019-12-29,2022-12-31,2,8
nAFrlUuZECcnUr,3348,369,2019-05-29,2020-12-26,2,6
nfbOgUulznAVMbNXIOChs,4464,198,2019-09-08,2024-08-31,2,8
rYDZLKKUCsbQIwogS a,4210,42,2018-01-30,2023-05-19,2,6
UheTTjpqig,4209,517,2019-11-28,2022-08-24,2,7
yKnUFMiyEdCZtlVpJCp,3619,167,2019-07-08,2020-11-11,2,8
DtOSxDDWyRRDg PxPHPY,2141,511,2019-11-04,2020-11-27,2,6
